,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueTotalExperience
5872,0.935300855272,0.29394392493639443,0.8254514961256715,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,0.6855319743921409,0.12069498787083457
1634,-0.06108704723325741,-0.04692613427790793,0.5794075251446044,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,0.08893268997393153,0.01740150872689744
9441,1.2674301561070858,0.29394392493639443,0.8254514961256715,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,1.1779217768159032,0.10736679701355237
6611,-0.06108704723325741,-0.04692613427790793,-0.40476835877966444,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,-0.32139214537920374,-0.33829458477682156
7349,-0.3932163480683432,0.6348139841506968,-0.6508123297607317,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,0.042038423076430353,0.4797231290888741
4856,-1.0574749497385147,-1.4104063711351174,-0.8968563007417989,0.7195032167199376,-0.7532256511066304,2.078429878367123,3.881937358663563,-0.07715117195471846,-0.5173921494215512
5024,-0.3932163480683432,-0.3877961934922103,0.33336355416353713,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,-0.6711452193230667,-0.5498796146361766
2146,-0.725345648903429,-0.3877961934922103,-0.15872438779859727,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,0.04985413422601388,1.810876190959935
5359,0.6031715544369142,1.3165541025793015,2.0556713510310076,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,0.4106794656317868,-0.2908129048477537
546,0.2710422536018284,-1.7512764303494197,-0.40476835877966444,0.7195032167199376,1.3276234001468374,-0.48113242135723605,3.881937358663563,1.4775240375499386,0.702137314019771
6685,-1.3896042505736006,-0.04692613427790793,-1.3889442427039331,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,-0.9857275930938036,-0.04840643363093347
8292,-0.06108704723325741,-1.7512764303494197,-1.142900271722866,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,0.38267316734577916,1.2944087952402492
2844,-0.3932163480683432,-1.4104063711351174,-0.40476835877966444,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,-0.18852505583628373,0.7671122444490218
3319,1.5995594569421716,0.9756840433649991,1.5635834090688732,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,0.8405435788588809,0.5980108229472537
300,1.2674301561070858,0.9756840433649991,0.5794075251446044,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,1.1889940342778131,0.322283874587228
5014,-0.3932163480683432,-0.7286662527065126,-0.15872438779859727,0.7195032167199376,-0.7532256511066304,2.078429878367123,-0.21043903299552771,-0.30641203234250197,-0.5207241971358718
9431,1.2674301561070858,2.339164280222209,0.08731958318246993,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,0.9343321126538833,0.4572318070172104
2629,-1.0574749497385147,0.29394392493639443,-0.8968563007417989,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,-0.7610258975432772,-0.46657842177816283
8025,-1.3896042505736006,0.29394392493639443,-0.8968563007417989,-0.8792309888527712,-0.7532256511066304,-0.48113242135723605,-0.21043903299552771,-1.7445028838658712,-0.9622205192833451
8297,-1.0574749497385147,-1.069536311920815,-0.8968563007417989,0.7195032167199376,1.3276234001468374,-0.48113242135723605,-0.21043903299552771,-0.7199934140079637,-0.0359112547022314
9067,-0.725345648903429,2.339164280222209,-0.8968563007417989,0.7195032167199376,-0.7532256511066304,2.078429878367123,-0.21043903299552771,-1.5282682087273936,-2.43748464479877
